time,volume,aggregate volume,aggregate mass,speed(F)
49.59910182857145,0.0005260488874772715,0.0005260488874772715,1.1573075524499972,17.67676767676768
447.16448799953565,0.004216604977594152,0.004742653865071424,10.433838503157132,17.67676767676768
464.8998345138214,0.00018809986226889916,0.004930753727340323,10.847658200148711,17.67676767676768
862.4651901285217,0.004216599824596803,0.009147353551937125,20.124177814261675,17.67676767676768
871.3328633856646,9.40525076331246e-05,0.009241406059570249,20.331093331054547,17.67676767676768
880.2005366428075,9.40525076331246e-05,0.009335458567203372,20.53800884784742,17.67676767676768
1277.7659228137718,0.004216604977594152,0.013552063544797524,29.814539798554552,17.67676767676768
1295.5012693280576,0.00018809986226889916,0.013740163407066424,30.228359495546133,17.67676767676768
1693.0666554990219,0.004216604977594152,0.017956768384660576,39.50489044625326,17.67676767676768
1701.9343287561646,9.40525076331246e-05,0.0180508208922937,39.71180596304614,17.67676767676768
1710.8020020133074,9.40525076331246e-05,0.018144873399926823,39.918721479839014,17.67676767676768
2108.367357628008,0.004216599824596803,0.022361473224523625,49.19524109395198,17.67676767676768
2126.1027041422935,0.00018809986226889916,0.022549573086792524,49.60906079094355,17.67676767676768
2523.668090313258,0.004216604977594152,0.026766178064386678,58.88559174165069,17.67676767676768
2532.535763570401,9.40525076331246e-05,0.026860230572019802,59.09250725844356,17.67676767676768
2573.2671921418296,0.0004320015328414969,0.0272922321048613,60.04291063069486,17.67676767676768
2582.1348653989726,9.40525076331246e-05,0.027386284612494424,60.24982614748773,17.67676767676768
2979.700251569937,0.004216604977594152,0.03160288959008858,69.52635709819486,17.67676767676768
2997.4355980842224,0.00018809986226889916,0.031790989452357477,69.94017679518645,17.67676767676768
3395.000953698923,0.004216599824596803,0.03600758927695428,79.21669640929942,17.67676767676768
3403.868626956066,9.40525076331246e-05,0.036101641784587406,79.42361192609229,17.67676767676768
3412.736300213209,9.40525076331246e-05,0.03619569429222053,79.63052744288517,17.67676767676768
3810.301686384173,0.004216604977594152,0.04041229926981468,88.90705839359231,17.67676767676768
3828.0370328984586,0.00018809986226889916,0.04060039913208358,89.32087809058388,17.67676767676768
4225.602419069423,0.004216604977594152,0.04481700410967773,98.59740904129102,17.67676767676768
4234.470092326566,9.40525076331246e-05,0.04491105661731086,98.80432455808389,17.67676767676768
4243.337765583709,9.40525076331246e-05,0.04500510912494399,99.01124007487677,17.67676767676768
4640.903121198409,0.004216599824596803,0.04922170894954079,108.28775968898974,17.67676767676768
4658.638467712695,0.00018809986226889916,0.04940980881180969,108.70157938598132,17.67676767676768
5056.20385388366,0.004216604977594152,0.05362641378940384,117.97811033668845,17.67676767676768
5105.802955712231,0.0005260488874772715,0.05415246267688111,119.13541788913845,17.67676767676768
5319.642955712231,0.002267999029672496,0.056420461706553605,124.12501575441793,17.67676767676768
7654.911527140803,0.02476800028195754,0.08118846198851115,178.61461637472453,17.67676767676768
8123.322955712231,0.004967999592186489,0.08615646158069765,189.54421547753483,17.67676767676768
10458.591527140803,0.02476800028195754,0.11092446186265519,244.0338160978414,17.67676767676768
10672.431527140803,0.002267999029672496,0.11319246089232768,249.0234139631209,17.67676767676768
10722.030628969374,0.0005260488874772715,0.11371850977980495,250.1807215155709,17.67676767676768
11119.596015140338,0.004216604977594152,0.11793511475739911,259.457252466278,17.67676767676768
11137.331361654624,0.00018809986226889916,0.118123214619668,259.8710721632696,17.67676767676768
