x,y
0.0,5.0
32.72499999895,5.0
37.002500006391,65.99999999665474
97.99750000408102,65.99999999665474
105.75250001201013,5.5
136.25000001085516,5.5
136.25000001085516,-5.5
105.75250001201013,-5.5
97.99750000408102,-65.99999999665474
37.002500006391,-65.99999999665474
32.72499999895,-5.0
0.0,-5.0
0.0,-70.0
140.0,-70.0
140.0,70.0
0.0,70.0
