x,y
0.0,5.0
32.72499999895,5.0
39.775000006158294,59.99999999695885
95.2250000040583,59.99999999695885
102.2750000112666,5.0
130.0000000102166,5.0
130.0000000102166,-5.0
102.2750000112666,-5.0
95.2250000040583,-59.99999999695885
39.775000006158294,-59.99999999695885
32.72499999895,-5.0
0.0,-5.0
0.0,-70.0
140.0,-70.0
140.0,70.0
0.0,70.0
