844,900,10
1813,900,10
1846.2935,893.3775,10
1874.5183,874.5183,10
1893.3775,846.2935,10
1900,813,10
1900,544,10
1893.3775,510.7065,10
1874.5183,482.4817,10
1846.2935,463.6225,10
1813,457,10
1444,457,10
1410.7065,463.6225,10
1382.4817,482.4817,10
1363.6225,510.7065,10
1357,544,10
1357,813,10
1363.6225,846.2935,10
1382.4817,874.5183,10
1410.7065,893.3775,20
1443.8886,901,20
1813.0985,901,20
1846.6836,894.3195,20
1875.2392,875.2392,20
1894.3195,846.6836,20
1901,813.0985,20
1901,543.9015,20
1894.3195,510.3164,20
1875.2392,481.7608,20
1846.6836,462.6805,20
1813.0985,456,20
1443.9015,456,20
1410.3164,462.6805,20
1381.7608,481.7608,20
1362.6805,510.3164,20
1356,543.9015,20
1356,813.0985,20
1362.6805,846.6836,20
1381.7608,875.2392,20
1410.3037,894.311,30
1443.7752,902,30
1813.197,902,30
1847.0738,895.2615,30
1875.9602,875.9602,30
1895.2615,847.0738,30
1902,813.197,30
1902,543.803,30
1895.2615,509.9262,30
1875.9602,481.0398,30
1847.0738,461.7385,30
1813.197,455,30
1443.803,455,30
1409.9262,461.7385,30
1381.0398,481.0398,30
1361.7385,509.9262,30
1355,543.803,30
1355,813.197,30
1361.7385,847.0738,30
1381.0398,875.9602,30
1409.9008,895.2445,40
1443.6618,903,40
1813.2955,903,40
1847.464,896.2035,40
1876.6812,876.6812,40
1896.2035,847.464,40
1903,813.2955,40
1903,543.7045,40
1896.2035,509.536,40
1876.6812,480.3188,40
1847.464,460.7965,40
1813.2955,454,40
1443.7045,454,40
1409.536,460.7965,40
1380.3188,480.3188,40
1360.7965,509.536,40
1354,543.7045,40
1354,813.2955,40
1360.7965,847.464,40
1380.3188,876.6812,40
1409.4979,896.178,50
1443.5484,904,50
1813.394,904,50
1847.8542,897.1454,50
1877.4021,877.4021,50
1897.1454,847.8542,50
1904,813.394,50
1904,543.606,50
1897.1454,509.1458,50
1877.4021,479.5979,50
1847.8542,459.8546,50
1813.394,453,50
1443.606,453,50
1409.1458,459.8546,50
1379.5979,479.5979,50
1359.8546,509.1458,50
1353,543.606,50
1353,813.394,50
1359.8546,847.8542,50
1379.5979,877.4021,50
1409.0951,897.1115,60
1443.435,905,60
1813.4925,905,60
1848.2444,898.0874,60
1878.1231,878.1231,60
1898.0874,848.2444,60
1905,813.4925,60
1905,543.5075,60
1898.0874,508.7556,60
1878.1231,478.8769,60
1848.2444,458.9126,60
1813.4925,452,60
1443.5075,452,60
1408.7556,458.9126,60
1378.8769,478.8769,60
1358.9126,508.7556,60
1352,543.5075,60
1352,813.4925,60
1358.9126,848.2444,60
1378.8769,878.1231,60
1408.6922,898.045,70
1443.3216,906,70
1813.5909,906,70
1848.6345,899.0294,70
1878.844,878.844,70
1899.0294,848.6345,70
1906,813.5909,70
1906,543.4091,70
1899.0294,508.3655,70
1878.844,478.156,70
1848.6345,457.9706,70
1813.5909,451,70
1443.4091,451,70
1408.3655,457.9706,70
1378.156,478.156,70
1357.9706,508.3655,70
1351,543.4091,70
1351,813.5909,70
1357.9706,848.6345,70
1378.156,878.844,70
1408.2893,898.9785,80
1443.2083,907,80
1813.6894,907,80
1849.0247,899.9714,80
1879.565,879.565,80
1899.9714,849.0247,80
1907,813.6894,80
1907,543.3106,80
1899.9714,507.9753,80
1879.565,477.435,80
1849.0247,457.0286,80
1813.6894,450,80
1443.3106,450,80
1407.9753,457.0286,80
1377.435,477.435,80
1357.0286,507.9753,80
1350,543.3106,80
1350,813.6894,80
1357.0286,849.0247,80
1377.435,879.565,80
1407.8864,899.912,90
1443.0949,908,90
1813.7879,908,90
1849.4149,900.9134,90
1880.286,880.286,90
1900.9134,849.4149,90
1908,813.7879,90
1908,543.2121,90
1900.9134,507.5851,90
1880.286,476.714,90
1849.4149,456.0866,90
1813.7879,449,90
1443.2121,449,90
1407.5851,456.0866,90
1376.714,476.714,90
1356.0866,507.5851,90
1349,543.2121,90
1349,813.7879,90
1356.0866,849.4149,90
1376.714,880.286,90
1407.4836,900.8455,100
1442.9815,909,100
1813.8864,909,100
1849.8051,901.8553,100
1881.0069,881.0069,100
1901.8553,849.8051,100
1909,813.8864,100
1909,543.1136,100
1901.8553,507.1949,100
1881.0069,475.9931,100
1849.8051,455.1447,100
1813.8864,448,100
1443.1136,448,100
1407.1949,455.1447,100
1375.9931,475.9931,100
1355.1447,507.1949,100
1348,543.1136,100
1348,813.8864,100
1355.1447,849.8051,100
1375.9931,881.0069,100
1407.0807,901.779,110
1442.8681,910,110
1813.9849,910,110
1850.1953,902.7973,110
1881.7279,881.7279,110
1902.7973,850.1953,110
1910,813.9849,110
1910,543.0151,110
1902.7973,506.8047,110
1881.7279,475.2721,110
1850.1953,454.2027,110
1813.9849,447,110
1443.0151,447,110
1406.8047,454.2027,110
1375.2721,475.2721,110
1354.2027,506.8047,110
1347,543.0151,110
1347,813.9849,110
1354.2027,850.1953,110
1375.1616,881.5625,110
1406.6778,902.7125,120
1442.7547,911,120
1814.0834,911,120
1850.5854,903.7393,120
1882.4488,882.4488,120
1903.7393,850.5854,120
1911,814.0834,120
1911,542.9166,120
1903.7393,506.4146,120
1882.4488,474.5512,120
1850.5854,453.2607,120
1814.0834,446,120
1442.9166,446,120
1406.4146,453.2607,120
1374.5512,474.5512,120
1353.2607,506.4146,120
1346,542.9166,120
1346,814.0834,120
1353.2607,850.5854,120
1374.4406,882.2835,120
1405.7194,904.4775,130
1442.6414,912,130
1814.1819,912,130
1850.9756,904.6813,130
1883.1698,883.1698,130
1904.6813,850.9756,130
1912,814.1819,130
1912,542.8181,130
1904.6813,506.0244,130
1883.1698,473.8302,130
1850.9756,452.3187,130
1814.1819,445,130
1442.8181,445,130
1406.0244,452.3187,130
1373.8302,473.8302,130
1352.3187,506.0244,130
1345,542.8181,130
1345,814.1819,130
