x,y
0.0,5.5
14.98039415725342,5.5
65.5196058695057,58.49999998149181
73.48039418401254,58.49999998149181
124.01960589626482,5.5
128.00000005351825,5.5
128.00000005351825,-5.5
124.01960589626482,-5.5
73.48039418401254,-58.49999998149181
65.5196058695057,-58.49999998149181
14.98039415725342,-5.5
0.0,-5.5
0.0,-69.5
139.0,-69.5
139.0,69.5
0.0,69.5
