1.381966011250110316e-02,1.309016994374949117e-01,1.381965997430430974e-03
5.854101966249690425e-02,8.618033988749909668e-02,1.381965997430430757e-03
1.381966011250111009e-02,4.145898033750329559e-02,1.381965997430430974e-03
1.381966011250112571e-02,4.145898033750333028e-02,5.854101907708651742e-03
1.309016994374947174e-01,1.381966011250091060e-02,1.381965997430450056e-03
4.145898033750310824e-02,1.381966011250090887e-02,5.854101907708670824e-03
4.145898033750310130e-02,1.381966011250091407e-02,1.381965997430450489e-03
8.618033988749893015e-02,5.854101966249672384e-02,1.381965997430452007e-03
1.381966011250111356e-02,1.585410196624971457e-01,7.236067905139102231e-03
5.854101966249690425e-02,1.138196601125013169e-01,2.763931994860881029e-03
1.381966011250111183e-02,1.585410196624971180e-01,2.763931994860881029e-03
1.381966011250112571e-02,6.909830056250557129e-02,7.236067905139102231e-03
1.447213595499960148e-01,2.763932022500221325e-02,2.763931994860881029e-03
1.000000000000002137e-01,7.236067977499800741e-02,2.763931994860881029e-03
1.000000000000002137e-01,7.236067977499802129e-02,7.236067905139101364e-03
5.527864045000444732e-02,2.763932022500223407e-02,7.236067905139102231e-03
8.618033988749873586e-02,1.414589803375031485e-01,1.381965997430450706e-03
4.145898033750292089e-02,1.861803398874989357e-01,5.854101907708670824e-03
4.145898033750292089e-02,1.861803398874989357e-01,1.381965997430450489e-03
1.309016994374945231e-01,1.861803398874990467e-01,1.381965997430452224e-03
7.236067977499802129e-02,1.000000000000002276e-01,4.145897992291332386e-03
2.763932022500220631e-02,1.447213595499960148e-01,8.618033902569552721e-03
7.236067977499800741e-02,1.000000000000002137e-01,8.618033902569552721e-03
2.763932022500222019e-02,5.527864045000446813e-02,8.618033902569554455e-03
6.909830056250514108e-02,1.381966011250110142e-02,8.618033902569571802e-03
1.585410196624967016e-01,1.381966011250109622e-02,8.618033902569571802e-03
1.138196601125009561e-01,5.854101966249690425e-02,8.618033902569570068e-03
1.585410196624967849e-01,1.381966011250110489e-02,4.145897992291353203e-03
1.276393202250020731e-01,1.000000000000002276e-01,5.854101907708669957e-03
1.723606797749978603e-01,1.447213595499960148e-01,1.381965997430450489e-03
1.276393202250020731e-01,1.000000000000002415e-01,1.381965997430449622e-03
1.723606797749978881e-01,5.527864045000446813e-02,1.381965997430450056e-03
5.527864045000403792e-02,1.723606797749978603e-01,7.236067905139120446e-03
9.999999999999983902e-02,1.276393202250020453e-01,2.763931994860900545e-03
9.999999999999986677e-02,1.276393202250020731e-01,7.236067905139120446e-03
1.447213595499956817e-01,1.723606797749978603e-01,2.763931994860902280e-03
5.854101966249691813e-02,8.618033988749912444e-02,1.138196591125009358e-02
1.381966011250111009e-02,4.145898033750329559e-02,1.138196591125009358e-02
1.381966011250109969e-02,1.309016994374949394e-01,1.138196591125009358e-02
1.381966011250110662e-02,4.145898033750332334e-02,1.585410186624967507e-02
4.145898033750292089e-02,1.381966011250110142e-02,1.585410186624969242e-02
